permno,fyear,EXECID,val,security,ret,retlag,val_lag,portfolio,delta,vega,vested,tobinsq,assets,leverage,cfo
63830,2011,04714,9.020,1,0.19094,0.32746,9.309,11.469,7.103,6.402,0.53180,2.56210,9.10018,0.01031,0.13550
64311,2007,21199,8.914,0,-0.05152,0.37700,8.911,9.846,5.479,4.001,0.51209,1.39847,10.16697,0.18498,0.08530
64311,2007,21199,7.782,1,-0.05152,0.37700,7.252,9.846,5.479,4.001,0.51209,1.39847,10.16697,0.18498,0.08530
64311,2008,21199,8.820,0,0.05012,-0.05152,8.914,9.912,5.603,4.665,0.49884,1.35973,10.17141,0.18288,0.08963
64311,2008,21199,7.628,1,0.05012,-0.05152,7.782,9.912,5.603,4.665,0.49884,1.35973,10.17141,0.18288,0.08963
64311,2009,21199,8.809,0,-0.30616,0.05012,8.820,9.822,5.558,5.129,0.35222,1.28993,10.17725,0.20046,0.10385
64311,2009,21199,7.299,1,-0.30616,0.05012,7.628,9.822,5.558,5.129,0.35222,1.28993,10.17725,0.20046,0.10385
64311,2010,21199,8.734,0,0.22119,-0.30616,8.809,10.134,5.842,5.291,0.33522,1.32851,10.21720,0.20038,0.07073
64311,2010,21199,7.437,1,0.22119,-0.30616,7.299,10.134,5.842,5.291,0.33522,1.32851,10.21720,0.20038,0.07073
64311,2011,21199,8.582,0,0.29631,0.22119,8.734,10.499,6.187,5.504,0.50910,1.41776,10.24708,0.17904,0.09916
64311,2011,21199,7.435,1,0.29631,0.22119,7.437,10.499,6.187,5.504,0.50910,1.41776,10.24708,0.17904,0.09916
66376,2007,15459,0.000,0,0.07279,-0.10601,0.000,11.393,6.899,1.605,0.40987,2.11927,6.56860,0.02667,0.10098
66376,2007,15459,0.000,1,0.07279,-0.10601,0.000,11.393,6.899,1.605,0.40987,2.11927,6.56860,0.02667,0.10098
66376,2008,15459,0.000,0,-0.02918,0.07279,0.000,11.885,7.355,1.830,0.70626,1.63914,6.61896,0.04511,0.15182
66376,2008,15459,0.000,1,-0.02918,0.07279,0.000,11.885,7.355,1.830,0.70626,1.63914,6.61896,0.04511,0.15182
66376,2009,15459,8.245,0,0.26968,0.02602,0.000,11.912,7.343,1.242,0.68896,1.72209,6.57516,0.01707,0.15167
66376,2009,15459,0.000,1,0.04238,-0.02918,0.000,11.912,7.343,1.242,0.68896,1.72209,6.57516,0.01707,0.15167
66376,2010,15459,9.868,0,0.28386,0.26968,8.245,12.160,7.561,0.209,0.66003,1.72043,7.05756,0.00680,0.12330
66376,2010,15459,0.000,1,0.05805,0.04238,0.000,12.160,7.561,0.209,0.66003,1.72043,7.05756,0.00680,0.12330
66376,2011,15459,8.264,0,0.03902,0.28386,9.868,12.463,7.859,0.000,0.67411,2.03653,7.12144,0.00400,0.13165
66376,2011,15459,0.000,1,0.05973,0.05805,0.000,12.463,7.859,0.000,0.67411,2.03653,7.12144,0.00400,0.13165
68591,2006,14772,0.000,0,-0.25660,0.35390,0.000,12.610,8.005,0.000,1.00000,4.21698,8.48588,0.05154,0.22172
68591,2006,14772,0.000,1,-0.25660,0.35390,8.386,12.610,8.005,0.000,1.00000,4.21698,8.48588,0.05154,0.22172
68591,2007,14772,0.000,0,0.11397,-0.25660,0.000,12.541,8.078,5.741,0.93150,3.08167,8.47445,0.05822,0.13392
68591,2007,14772,8.536,1,0.06373,-0.30703,0.000,12.541,8.078,5.741,0.93150,3.08167,8.47445,0.05822,0.13392
68591,2008,14772,0.000,0,0.04974,0.11397,0.000,12.652,8.197,5.972,0.94503,3.06501,8.58118,0.08497,0.18071
68591,2008,14772,8.739,1,-0.20375,0.06373,8.536,12.652,8.197,5.972,0.94503,3.06501,8.58118,0.08497,0.18071
68591,2009,14772,0.000,0,-0.19805,0.04974,0.000,12.385,7.917,6.345,0.90111,2.42354,8.65234,0.08664,0.17743
68591,2009,14772,8.924,1,0.11069,-0.20375,8.739,12.385,7.917,6.345,0.90111,2.42354,8.65234,0.08664,0.17743
68591,2010,14772,0.000,0,-0.02854,-0.19805,0.000,12.496,8.006,6.439,0.87969,2.34037,8.76823,0.12783,0.15183
68591,2010,14772,9.076,1,0.15866,0.11069,8.924,12.496,8.006,6.439,0.87969,2.34037,8.76823,0.12783,0.15183
68591,2011,14772,0.000,0,0.26162,-0.02854,0.000,12.673,8.190,6.630,0.86800,2.13161,9.05573,0.13754,0.19832
68591,2011,14772,8.680,1,-0.19912,0.15866,9.076,12.673,8.190,6.630,0.86800,2.13161,9.05573,0.13754,0.19832
69550,2007,24999,7.791,0,-0.30579,0.21045,8.159,10.039,5.835,5.054,0.91841,1.84689,8.35582,0.23988,0.20860
69550,2007,24999,8.617,1,-0.30579,0.21045,7.461,10.039,5.835,5.054,0.91841,1.84689,8.35582,0.23988,0.20860
69550,2008,24999,8.258,0,-0.47241,-0.14040,7.791,9.633,5.615,5.610,0.59763,1.07726,9.33734,0.42979,0.03942
69550,2008,24999,7.885,1,-0.47241,-0.14040,8.617,9.633,5.615,5.610,0.59763,1.07726,9.33734,0.42979,0.03942
69550,2009,24999,8.007,0,0.13934,-0.47241,8.258,9.346,5.284,5.616,0.55285,1.02991,9.25060,0.49620,0.03386
69550,2009,24999,7.936,1,0.13934,-0.47241,7.885,9.346,5.284,5.616,0.55285,1.02991,9.25060,0.49620,0.03386
69550,2010,24999,8.716,0,0.68668,0.13934,8.007,10.585,6.433,5.917,0.61825,1.23315,9.28755,0.38856,0.05813
69550,2010,24999,8.354,1,0.68668,0.13934,7.936,10.585,6.433,5.917,0.61825,1.23315,9.28755,0.38856,0.05813
69550,2011,24999,8.817,0,-0.00517,0.68668,8.716,10.941,6.762,6.019,0.71094,1.48654,9.35338,0.31666,0.08623
69550,2011,24999,8.223,1,-0.00517,0.68668,8.354,10.941,6.762,6.019,0.71094,1.48654,9.35338,0.31666,0.08623
70308,2006,11839,0.000,0,0.27683,0.11240,0.000,12.552,7.947,0.000,1.00000,1.83802,7.81416,0.17761,0.15802
70308,2006,11839,7.304,1,0.53184,0.07366,7.064,12.552,7.947,0.000,1.00000,1.83802,7.81416,0.17761,0.15802
70308,2007,11839,0.000,0,0.27493,0.27683,0.000,12.603,8.046,4.175,0.96403,1.65712,8.11207,0.25472,0.12858
70308,2007,11839,7.619,1,0.06055,0.53184,7.304,12.603,8.046,4.175,0.96403,1.65712,8.11207,0.25472,0.12858
70308,2008,11839,0.000,0,-0.25708,0.27493,0.000,12.693,8.131,4.741,0.96253,1.58511,8.28910,0.25950,0.16497
70308,2008,11839,7.834,1,0.34445,0.06055,7.619,12.693,8.131,4.741,0.96253,1.58511,8.28910,0.25950,0.16497
70308,2009,11839,0.000,0,0.15017,-0.25708,0.000,12.515,7.951,5.176,0.96574,1.26832,8.38948,0.31566,0.14645
70308,2009,11839,7.709,1,0.15017,-0.25708,7.834,12.515,7.951,5.176,0.96574,1.26832,8.38948,0.31566,0.14645
70308,2010,11839,0.000,0,0.59296,0.15017,0.000,13.186,8.609,5.437,0.96220,1.77832,8.41115,0.18882,0.13639
70308,2010,11839,8.016,1,0.59296,0.15017,7.709,13.186,8.609,5.437,0.96220,1.77832,8.41115,0.18882,0.13639
70308,2011,11839,0.000,0,-0.02939,0.59296,0.000,13.206,8.635,5.590,0.96342,1.71960,8.50449,0.21830,0.06123
70308,2011,11839,8.057,1,-0.02939,0.59296,8.016,13.206,8.635,5.590,0.96342,1.71960,8.50449,0.21830,0.06123
73139,2006,25904,0.000,0,-0.19603,0.10314,0.000,8.519,3.933,0.000,1.00000,3.98360,8.50615,0.01176,0.21152
73139,2006,25904,9.964,1,-0.10458,0.09568,8.007,8.519,3.933,0.000,1.00000,3.98360,8.50615,0.01176,0.21152
73139,2007,25904,0.000,0,0.30801,-0.19603,0.000,10.727,6.608,6.207,0.16811,4.11355,8.67843,0.00061,0.17542
73139,2007,25904,0.000,1,0.30801,-0.19603,9.964,10.727,6.608,6.207,0.16811,4.11355,8.67843,0.00061,0.17542
73139,2008,25904,0.000,0,-0.00014,0.30801,0.000,11.125,6.978,5.894,0.30249,4.44458,8.90314,0.00051,0.17507
73139,2008,25904,0.000,1,-0.00014,0.30801,0.000,11.125,6.978,5.894,0.30249,4.44458,8.90314,0.00051,0.17507
73139,2009,25904,0.000,0,-0.40007,-0.00014,0.000,9.848,5.971,6.322,0.43669,2.37170,8.93647,0.00114,0.15990
73139,2009,25904,7.710,1,-0.49094,0.00889,0.000,9.848,5.971,6.322,0.43669,2.37170,8.93647,0.00114,0.15990
73139,2010,25904,0.000,0,0.19344,-0.40007,0.000,10.463,6.474,6.387,0.48604,2.48238,9.11298,0.00080,0.19211
73139,2010,25904,7.831,1,0.57039,-0.49094,7.710,10.463,6.474,6.387,0.48604,2.48238,9.11298,0.00080,0.19211
73139,2011,25904,0.000,0,0.16406,0.19344,0.000,10.579,6.600,6.442,0.54154,2.26924,9.29616,0.04133,0.17058
73139,2011,25904,8.370,1,0.18773,0.57039,7.831,10.579,6.600,6.442,0.54154,2.26924,9.29616,0.04133,0.17058
73681,2007,20505,0.000,0,-0.21578,0.15631,0.000,10.341,5.763,1.293,0.98017,2.59653,5.23074,0.00000,0.18030
73681,2007,20505,5.892,1,-0.02202,0.23744,0.000,10.341,5.763,1.293,0.98017,2.59653,5.23074,0.00000,0.18030
73681,2008,20505,0.000,0,-0.35540,-0.21578,0.000,9.918,5.356,1.875,0.97603,1.61083,5.18375,0.00000,0.08327
73681,2008,20505,6.548,1,-0.24720,-0.23812,5.892,9.918,5.356,1.875,0.97603,1.61083,5.18375,0.00000,0.08327
73681,2009,20505,0.000,0,-0.00014,-0.35540,0.000,10.044,5.462,2.706,0.93501,1.68189,5.25386,0.00000,0.12634
73681,2009,20505,0.000,1,-0.00014,-0.35540,6.548,10.044,5.462,2.706,0.93501,1.68189,5.25386,0.00000,0.12634
73681,2010,20505,0.000,0,-0.03454,-0.00014,0.000,8.787,4.269,2.645,0.82981,1.73513,5.32893,0.00000,0.04488
73681,2010,20505,0.000,1,-0.03454,-0.00014,0.000,8.787,4.269,2.645,0.82981,1.73513,5.32893,0.00000,0.04488
73681,2011,20505,0.000,0,-0.21580,-0.03454,0.000,8.296,3.836,2.617,0.83704,1.41906,5.40086,0.00000,0.07041
73681,2011,20505,0.000,1,-0.21580,-0.03454,0.000,8.296,3.836,2.617,0.83704,1.41906,5.40086,0.00000,0.07041
75326,2007,22359,0.000,0,-0.25075,0.27544,5.476,10.341,5.901,3.279,0.96485,1.87450,8.10827,0.18856,0.10097
75326,2007,22359,7.754,1,-0.18933,0.58010,0.000,10.341,5.901,3.279,0.96485,1.87450,8.10827,0.18856,0.10097
75326,2008,22359,7.448,0,0.57681,-0.18933,0.000,10.645,6.149,3.933,0.86875,2.36327,8.18747,0.15341,0.09962
75326,2008,22359,8.504,1,0.57681,-0.18933,7.754,10.645,6.149,3.933,0.86875,2.36327,8.18747,0.15341,0.09962
75326,2009,22359,0.000,0,-0.69421,0.83395,7.448,9.599,5.173,4.449,0.75653,1.15029,8.28903,0.28674,0.18893
75326,2009,22359,7.438,1,-0.73257,0.57681,8.504,9.599,5.173,4.449,0.75653,1.15029,8.28903,0.28674,0.18893
75326,2010,22359,0.000,0,0.35580,-0.69421,0.000,10.064,5.638,4.715,0.70769,1.30972,8.48500,0.28513,0.09625
75326,2010,22359,7.566,1,0.61110,-0.73257,7.438,10.064,5.638,4.715,0.70769,1.30972,8.48500,0.28513,0.09625
75326,2011,22359,6.498,0,0.48643,0.61110,0.000,10.697,6.247,4.966,0.73720,1.70961,8.49326,0.19292,0.14402
75326,2011,22359,7.802,1,0.48643,0.61110,7.566,10.697,6.247,4.966,0.73720,1.70961,8.49326,0.19292,0.14402
75577,2006,14808,0.000,0,-0.24392,0.02118,0.000,8.542,3.956,0.000,1.00000,3.95478,7.51136,0.00086,0.23768
75577,2006,14808,8.131,1,-0.03087,-0.16016,8.352,8.542,3.956,0.000,1.00000,3.95478,7.51136,0.00086,0.23768
75577,2007,14808,7.721,0,-0.01761,0.01166,0.000,10.287,6.327,6.315,0.84744,3.47454,7.70337,0.00051,0.23253
75577,2007,14808,0.000,1,0.27778,-0.24392,8.131,10.287,6.327,6.315,0.84744,3.47454,7.70337,0.00051,0.23253
75577,2008,14808,7.675,0,-0.08866,-0.01761,7.721,10.041,6.171,6.248,0.90795,3.94104,7.47925,0.03603,0.12322
75577,2008,14808,0.000,1,-0.08165,0.27778,0.000,10.041,6.171,6.248,0.90795,3.94104,7.47925,0.03603,0.12322
75577,2009,14808,8.166,0,-0.06144,-0.11209,7.675,9.687,5.771,5.997,0.93132,3.17654,7.53951,0.08454,0.25383
75577,2009,14808,0.000,1,-0.15567,-0.08165,0.000,9.687,5.771,5.997,0.93132,3.17654,7.53951,0.08454,0.25383
75577,2010,14808,8.315,0,0.58686,-0.11755,8.166,10.114,6.276,6.056,0.89626,3.45576,7.73815,0.06345,0.19826
75577,2010,14808,0.000,1,0.47783,-0.15567,0.000,10.114,6.276,6.056,0.89626,3.45576,7.73815,0.06345,0.19826
75577,2011,14808,9.953,0,0.70842,0.58686,8.315,10.234,5.906,4.644,0.61538,3.40541,8.23240,0.03905,0.37358
75577,2011,14808,9.181,1,0.70842,0.58686,0.000,10.234,5.906,4.644,0.61538,3.40541,8.23240,0.03905,0.37358
75592,2006,22941,7.155,0,-0.04785,0.17792,0.000,8.976,4.384,0.000,1.00000,1.89680,8.47908,0.24432,0.11786
75592,2006,22941,6.784,1,-0.04785,0.17792,6.927,8.976,4.384,0.000,1.00000,1.89680,8.47908,0.24432,0.11786
75592,2007,22941,7.057,0,0.01663,-0.04785,7.155,9.597,5.364,4.875,0.67745,2.06596,8.44720,0.24124,0.11554
75592,2007,22941,6.961,1,0.01663,-0.04785,6.784,9.597,5.364,4.875,0.67745,2.06596,8.44720,0.24124,0.11554
75592,2008,22941,7.296,0,-0.01412,0.01663,7.057,9.871,5.656,5.081,0.70287,2.29324,8.44784,0.23589,0.11092
75592,2008,22941,7.264,1,-0.01412,0.01663,6.961,9.871,5.656,5.081,0.70287,2.29324,8.44784,0.23589,0.11092
75592,2009,22941,7.561,0,-0.36516,-0.01412,7.296,9.375,5.116,5.046,0.60731,1.87758,8.47241,0.33037,0.09005
75592,2009,22941,7.209,1,-0.36516,-0.01412,7.264,9.375,5.116,5.046,0.60731,1.87758,8.47241,0.33037,0.09005
75592,2010,22941,7.709,0,0.35635,-0.36516,7.561,9.705,5.417,5.191,0.62541,2.05246,8.40043,0.30484,0.11297
75592,2010,22941,7.402,1,0.35635,-0.36516,7.209,9.705,5.417,5.191,0.62541,2.05246,8.40043,0.30484,0.11297
75592,2011,22941,7.673,0,0.17081,0.35635,7.709,9.791,5.530,5.335,0.65066,2.10043,8.35514,0.30082,0.10094
75592,2011,22941,7.593,1,0.17081,0.35635,7.402,9.791,5.530,5.335,0.65066,2.10043,8.35514,0.30082,0.10094
75976,2007,36194,0.000,0,0.71966,0.00726,0.000,9.603,5.079,2.162,0.97906,2.55746,4.66611,0.00000,0.11505
75976,2007,36194,6.078,1,0.60102,0.12299,3.607,9.603,5.079,2.162,0.97906,2.55746,4.66611,0.00000,0.11505
75976,2008,36194,0.000,0,-0.07618,0.71966,0.000,9.908,5.385,2.404,0.91169,3.14595,4.84699,0.00000,0.07478
75976,2008,36194,5.844,1,0.19731,0.60102,6.078,9.908,5.385,2.404,0.91169,3.14595,4.84699,0.00000,0.07478
75976,2009,36194,0.000,0,0.41119,-0.07618,0.000,9.718,5.211,3.162,0.88317,2.37945,4.96407,0.00000,0.08694
75976,2009,36194,6.154,1,0.06590,0.19731,5.844,9.718,5.211,3.162,0.88317,2.37945,4.96407,0.00000,0.08694
75976,2010,36194,0.000,0,0.73252,0.41119,0.000,10.274,5.741,2.826,0.90040,3.38038,5.19978,0.00000,0.19685
75976,2010,36194,6.268,1,0.56004,0.06590,6.154,10.274,5.741,2.826,0.90040,3.38038,5.19978,0.00000,0.19685
75976,2011,36194,0.000,0,-0.25461,0.73252,0.000,10.859,6.319,3.119,0.86220,4.89564,5.39663,0.00000,0.16003
75976,2011,36194,6.474,1,0.02409,0.56729,6.268,10.859,6.319,3.119,0.86220,4.89564,5.39663,0.00000,0.16003
76139,2007,07096,0.000,0,0.12742,0.48896,6.286,9.076,4.735,2.807,0.91249,1.92959,6.61405,0.10045,0.14991
76139,2007,07096,0.000,1,0.12742,0.48896,0.000,9.076,4.735,2.807,0.91249,1.92959,6.61405,0.10045,0.14991
76139,2008,07096,5.723,0,0.14788,0.12742,0.000,9.208,4.840,1.662,0.93539,2.27810,6.67117,0.08004,0.13486
76139,2008,07096,0.000,1,0.14788,0.12742,0.000,9.208,4.840,1.662,0.93539,2.27810,6.67117,0.08004,0.13486
76139,2009,07096,0.000,0,-0.46376,0.14788,5.723,8.786,4.433,1.645,0.94911,1.77086,6.76410,0.09382,0.13804
76139,2009,07096,0.000,1,-0.46376,0.14788,0.000,8.786,4.433,1.645,0.94911,1.77086,6.76410,0.09382,0.13804
76139,2010,07096,6.462,0,0.07727,-0.46376,0.000,8.499,4.182,2.018,0.98190,1.39326,6.83570,0.09287,0.11880
76139,2010,07096,0.000,1,0.07727,-0.46376,0.000,8.499,4.182,2.018,0.98190,1.39326,6.83570,0.09287,0.11880
76139,2011,07096,6.414,0,0.18023,0.07727,6.462,8.154,3.769,1.265,0.80478,1.40378,6.96935,0.08416,-0.00052
76139,2011,07096,0.000,1,0.18023,0.07727,0.000,8.154,3.769,1.265,0.80478,1.40378,6.96935,0.08416,-0.00052
76149,2006,00826,6.303,0,0.27252,-0.21292,0.000,9.316,4.720,0.000,1.00000,1.36258,9.66510,0.29616,0.12232
76149,2006,00826,9.030,1,0.27252,-0.21292,8.838,9.316,4.720,0.000,1.00000,1.36258,9.66510,0.29616,0.12232
76149,2007,00826,0.000,0,0.08136,0.10555,6.303,11.805,7.613,6.866,0.71513,1.58640,9.69737,0.22730,0.13803
76149,2007,00826,9.319,1,0.35415,0.27252,9.030,11.805,7.613,6.866,0.71513,1.58640,9.69737,0.22730,0.13803
76149,2008,00826,0.000,0,-0.18518,0.08136,0.000,11.333,7.323,6.767,0.63098,1.47329,9.77860,0.21746,0.13460
76149,2008,00826,8.842,1,-0.20074,0.35415,9.319,11.333,7.323,6.767,0.63098,1.47329,9.77860,0.21746,0.13460
76149,2009,00826,6.200,0,-0.32226,-0.22882,0.000,10.691,6.693,6.510,0.58218,1.19496,9.76914,0.26323,0.12752
76149,2009,00826,8.549,1,-0.32226,-0.22882,8.842,10.691,6.693,6.510,0.58218,1.19496,9.76914,0.26323,0.12752
76149,2010,00826,5.916,0,0.22620,-0.32226,6.200,10.653,6.661,6.476,0.61929,1.22191,9.61344,0.26809,0.14582
76149,2010,00826,8.884,1,0.22620,-0.32226,8.549,10.653,6.661,6.476,0.61929,1.22191,9.61344,0.26809,0.14582
76149,2011,00826,0.000,0,-0.02040,0.08106,5.916,10.753,6.670,6.599,0.51180,1.21673,9.62570,0.26240,0.12361
76149,2011,00826,8.780,1,-0.05592,0.22620,8.884,10.753,6.670,6.599,0.51180,1.21673,9.62570,0.26240,0.12361
76392,2006,34523,0.000,0,-0.19498,-0.00773,0.000,9.223,4.628,0.000,1.00000,2.21589,5.09526,0.00001,0.07931
76392,2006,34523,4.629,1,-0.25069,-0.01783,7.240,9.223,4.628,0.000,1.00000,2.21589,5.09526,0.00001,0.07931
76392,2007,34523,0.000,0,-0.26694,-0.19498,0.000,9.887,5.381,3.794,0.96960,2.56960,5.21313,0.00000,0.11776
76392,2007,34523,5.921,1,-0.17298,-0.14585,4.629,9.887,5.381,3.794,0.96960,2.56960,5.21313,0.00000,0.11776
76392,2008,34523,0.000,0,0.75824,-0.26694,0.000,9.726,5.271,3.907,0.94704,2.08109,5.30539,0.00000,0.17583
76392,2008,34523,5.854,1,0.34725,-0.04815,5.921,9.726,5.271,3.907,0.94704,2.08109,5.30539,0.00000,0.17583
76392,2009,34523,0.000,0,-0.10341,0.75824,0.000,10.076,5.611,4.095,0.93566,2.33492,5.45008,0.00000,0.13954
76392,2009,34523,5.085,1,-0.08275,0.41204,5.854,10.076,5.611,4.095,0.93566,2.33492,5.45008,0.00000,0.13954
76392,2010,34523,0.000,0,-0.07835,-0.10341,0.000,10.053,5.590,4.032,0.93413,2.19108,5.60769,0.01177,0.12974
76392,2010,34523,0.000,1,-0.07835,-0.10341,5.085,10.053,5.590,4.032,0.93413,2.19108,5.60769,0.01177,0.12974
76392,2011,34523,0.000,0,0.15488,-0.07835,0.000,9.818,5.381,3.934,0.95236,1.57895,5.91480,0.13977,0.12802
76392,2011,34523,6.688,1,0.14996,-0.12888,0.000,9.818,5.381,3.934,0.95236,1.57895,5.91480,0.13977,0.12802
76750,2007,36591,0.000,0,-0.14089,0.20885,0.000,9.998,5.572,2.732,1.00000,1.81365,5.83195,0.08739,0.12742
76750,2007,36591,7.691,1,-0.14089,0.20885,0.000,9.998,5.572,2.732,1.00000,1.81365,5.83195,0.08739,0.12742
76750,2008,36591,0.000,0,-0.07612,-0.14089,0.000,9.603,5.346,4.286,0.81481,1.36589,5.91747,0.24542,0.10868
76750,2008,36591,0.000,1,-0.07612,-0.14089,7.691,9.603,5.346,4.286,0.81481,1.36589,5.91747,0.24542,0.10868
76750,2009,36591,0.000,0,0.43173,-0.07612,0.000,9.752,5.487,4.316,0.81441,1.89304,5.93424,0.13852,0.13114
76750,2009,36591,0.000,1,0.43173,-0.07612,0.000,9.752,5.487,4.316,0.81441,1.89304,5.93424,0.13852,0.13114
76750,2010,36591,0.000,0,0.53560,0.43173,0.000,9.945,5.596,3.949,0.88500,2.08364,6.09840,0.10737,0.22967
76750,2010,36591,7.351,1,0.44566,0.40362,0.000,9.945,5.596,3.949,0.88500,2.08364,6.09840,0.10737,0.22967
76750,2011,36591,0.000,0,0.16298,0.53560,0.000,10.251,5.943,3.990,0.87779,2.60323,6.11554,0.04678,0.13897
76750,2011,36591,0.000,1,0.16298,0.53560,7.351,10.251,5.943,3.990,0.87779,2.60323,6.11554,0.04678,0.13897
77338,2006,14340,8.447,0,0.34439,0.30293,8.760,9.529,4.931,0.000,0.29970,1.85100,7.83333,0.19154,0.11887
77338,2006,14340,7.324,1,0.34439,0.30293,7.164,9.529,4.931,0.000,0.29970,1.85100,7.83333,0.19154,0.11887
77338,2007,14340,8.656,0,0.12281,0.34439,8.447,10.797,6.487,3.521,0.69225,1.97590,8.00515,0.17349,0.10409
77338,2007,14340,7.643,1,0.12281,0.34439,7.324,10.797,6.487,3.521,0.69225,1.97590,8.00515,0.17349,0.10409
77338,2008,14340,10.098,0,0.02049,0.12281,8.656,11.413,7.024,4.002,0.58891,2.08945,8.14734,0.14672,0.11478
77338,2008,14340,8.968,1,0.02049,0.12281,7.643,11.413,7.024,4.002,0.58891,2.08945,8.14734,0.14672,0.11478
77338,2009,14340,0.000,0,-0.22565,-0.00832,10.098,10.956,6.723,5.887,0.50829,1.47615,8.28716,0.21620,0.12581
77338,2009,14340,0.000,1,-0.22565,-0.00832,8.968,10.956,6.723,5.887,0.50829,1.47615,8.28716,0.21620,0.12581
77338,2010,14340,0.000,0,0.30226,-0.22565,0.000,11.169,6.904,5.711,0.79424,1.57334,8.37303,0.16945,0.09253
77338,2010,14340,0.000,1,0.30226,-0.22565,0.000,11.169,6.904,5.711,0.79424,1.57334,8.37303,0.16945,0.09253
77338,2011,14340,9.309,0,0.54666,0.21179,0.000,11.740,7.386,5.485,0.85095,1.89095,8.53120,0.13989,0.11543
77338,2011,14340,0.000,1,0.30299,0.30226,0.000,11.740,7.386,5.485,0.85095,1.89095,8.53120,0.13989,0.11543
77354,2007,00837,0.000,0,-0.06897,0.19884,0.000,12.389,7.886,5.854,0.95004,1.12760,7.53834,0.14400,0.10384
77354,2007,00837,8.265,1,0.06733,-0.19614,8.434,12.389,7.886,5.854,0.95004,1.12760,7.53834,0.14400,0.10384
77354,2008,00837,0.000,0,-0.61822,-0.06897,0.000,12.352,7.842,6.036,0.94201,1.17702,7.47455,0.19837,0.16435
77354,2008,00837,7.897,1,-0.28155,0.06733,8.265,12.352,7.842,6.036,0.94201,1.17702,7.47455,0.19837,0.16435
77354,2009,00837,0.000,0,1.18698,-0.61822,0.000,11.699,7.172,5.781,0.92045,0.95547,7.38387,0.23524,0.10706
77354,2009,00837,7.808,1,-0.13385,-0.22103,7.897,11.699,7.172,5.781,0.92045,0.95547,7.38387,0.23524,0.10706
77354,2010,00837,0.000,0,-0.01289,1.18698,0.000,12.804,8.236,5.967,0.95743,1.07351,7.37863,0.17968,0.17143
77354,2010,00837,7.936,1,-0.04158,-0.07412,7.808,12.804,8.236,5.967,0.95743,1.07351,7.37863,0.17968,0.17143
77354,2011,00837,0.000,0,0.01271,-0.01289,0.000,11.845,7.337,6.023,0.90161,1.06974,7.30519,0.16276,0.14271
77354,2011,00837,7.943,1,0.01271,-0.01289,7.936,11.845,7.337,6.023,0.90161,1.06974,7.30519,0.16276,0.14271
77413,2007,31903,0.000,0,0.00615,-0.72010,0.000,7.943,3.448,2.510,0.00000,2.49382,4.15236,0.00000,0.02890
77413,2007,31903,0.000,1,0.00615,-0.72010,7.654,7.943,3.448,2.510,0.00000,2.49382,4.15236,0.00000,0.02890
77413,2008,31903,0.000,0,-0.32357,0.00615,0.000,7.421,2.984,2.426,0.10448,1.81407,4.08865,0.00000,-0.11203
77413,2008,31903,6.130,1,-0.33399,-0.27323,0.000,7.421,2.984,2.426,0.10448,1.81407,4.08865,0.00000,-0.11203
77413,2009,31903,0.000,0,1.22275,-0.32357,0.000,5.753,1.824,2.476,0.16350,0.87091,3.96850,0.00000,-0.08430
77413,2009,31903,5.327,1,-0.36438,-0.33399,6.130,5.753,1.824,2.476,0.16350,0.87091,3.96850,0.00000,-0.08430
77413,2010,31903,0.000,0,-0.01801,1.22275,0.000,7.801,3.428,3.021,0.22034,1.78662,4.21804,0.00000,-0.00871
77413,2010,31903,6.695,1,1.88223,-0.36438,5.327,7.801,3.428,3.021,0.22034,1.78662,4.21804,0.00000,-0.00871
77413,2011,31903,5.102,0,0.67576,0.44617,0.000,8.692,4.241,3.381,0.39724,2.21155,4.59317,0.01156,0.30882
77413,2011,31903,6.420,1,0.67576,0.44617,6.695,8.692,4.241,3.381,0.39724,2.21155,4.59317,0.01156,0.30882
77520,2007,27857,6.523,0,0.76943,-0.03361,0.000,7.324,3.087,2.246,0.32432,1.32263,8.32252,0.14425,0.11452
77520,2007,27857,0.000,1,0.59714,0.06147,6.297,7.324,3.087,2.246,0.32432,1.32263,8.32252,0.14425,0.11452
77520,2008,27857,7.601,0,-0.65977,1.10718,6.523,8.797,4.442,2.726,0.08810,1.87406,8.47399,0.07766,0.12257
77520,2008,27857,6.547,1,0.70225,0.80053,0.000,8.797,4.442,2.726,0.08810,1.87406,8.47399,0.07766,0.12257
77520,2009,27857,6.763,0,-0.65280,0.70225,7.601,8.636,4.048,0.000,0.46436,1.04230,8.50831,0.13208,0.06084
77520,2009,27857,0.000,1,-0.47969,0.51626,6.547,8.636,4.048,0.000,0.46436,1.04230,8.50831,0.13208,0.06084
77520,2010,27857,6.692,0,0.44600,-0.65280,6.763,9.465,5.008,3.831,0.44511,1.11789,8.52975,0.11582,0.07098
77520,2010,27857,0.000,1,0.10081,-0.47969,0.000,9.465,5.008,3.831,0.44511,1.11789,8.52975,0.11582,0.07098
77520,2011,27857,6.869,0,0.63528,0.44600,6.692,9.988,5.387,0.000,0.77670,1.37894,8.60115,0.09577,0.08666
77520,2011,27857,0.000,1,0.36100,0.10081,0.000,9.988,5.387,0.000,0.77670,1.37894,8.60115,0.09577,0.08666
78981,2006,10308,0.000,0,0.22594,0.30107,0.000,8.495,3.910,0.000,1.00000,3.88684,6.63825,0.06638,0.01117
