permno,fyear,EXECID,grantdate,P_month,T,r,sigma,d,security,ret,retlag,val_lag,portfolio,delta,vega,vested,tobinsq,assets,leverage,cfo
84365,2009,26293,20090228,2,10,0.03527,0.29924,0.00590,0,-0.35156,-0.11877,5.966,8.079,3.668,2.897,0.62546,2.05824,5.81632,0.11168,0.06596
84365,2009,26293,20090228,2,10,0.03527,0.29924,0.00590,1,-0.35156,-0.11877,5.347,8.079,3.668,2.897,0.62546,2.05824,5.81632,0.11168,0.06596
84365,2010,26293,20100228,2,10,0.03237,0.43222,0.00627,0,0.46150,-0.35156,6.089,8.404,3.953,2.988,0.65415,2.01841,5.86704,0.12988,0.05053
84365,2010,26293,20100228,2,10,0.03237,0.43222,0.00627,1,0.46150,-0.35156,5.324,8.404,3.953,2.988,0.65415,2.01841,5.86704,0.12988,0.05053
84365,2011,26293,20110228,2,10,0.01961,0.45483,0.00611,0,0.31884,0.46150,6.271,8.764,4.298,3.161,0.67094,2.38234,5.84143,0.08159,0.08205
84365,2011,26293,20110228,2,10,0.01961,0.45483,0.00611,1,0.31884,0.46150,5.680,8.764,4.298,3.161,0.67094,2.38234,5.84143,0.08159,0.08205
84385,2007,19724,20070731,7,10,0.04018,0.58888,0.00501,0,-0.38506,2.59225,0.000,11.479,6.893,3.526,0.98855,2.70022,6.33242,0.00115,0.17853
84385,2007,19724,20070731,7,10,0.04018,0.58888,0.00501,1,-0.01486,0.18025,0.000,11.479,6.893,3.526,0.98855,2.70022,6.33242,0.00115,0.17853
84385,2008,19724,20080331,3,10,0.02391,0.54264,0.01016,0,-0.33310,-0.28924,6.708,11.067,6.487,3.398,0.98467,1.96806,6.33088,0.00106,0.13354
84385,2008,19724,20080731,7,10,0.02391,0.54264,0.01016,1,-0.14675,-0.01486,0.000,11.067,6.487,3.398,0.98467,1.96806,6.33088,0.00106,0.13354
84385,2009,19724,20090228,2,10,0.03527,0.43341,0.01526,0,-0.22295,-0.33310,6.889,10.780,6.202,3.149,0.97658,1.54558,6.42623,0.00056,0.21010
84385,2009,19724,20090731,7,10,0.03527,0.43341,0.01526,1,-0.13539,-0.14675,0.000,10.780,6.202,3.149,0.97658,1.54558,6.42623,0.00056,0.21010
84385,2010,19724,20100228,2,10,0.03237,0.40702,0.01972,0,-0.07807,-0.22295,6.365,10.834,6.260,2.898,0.97291,1.66101,6.35866,0.00000,0.00135
84385,2010,19724,20100731,7,10,0.03237,0.40702,0.01972,1,0.03607,-0.13539,0.000,10.834,6.260,2.898,0.97291,1.66101,6.35866,0.00000,0.00135
84385,2011,19724,20110228,2,10,0.01961,0.44191,0.02043,0,0.65607,-0.07807,6.663,10.979,6.387,2.106,0.96177,1.79383,6.49352,0.00000,0.13676
84385,2011,19724,20110731,7,10,0.01961,0.44191,0.02043,1,0.11856,0.03607,0.000,10.979,6.387,2.106,0.96177,1.79383,6.49352,0.00000,0.13676
85168,2007,18167,20070131,1,10,0.04018,0.34288,0.00000,0,-0.27098,0.85466,7.371,12.042,7.440,1.532,0.96983,1.30699,8.36432,0.26401,0.30950
85168,2007,18167,20070731,7,10,0.04018,0.34288,0.00000,1,-0.04879,0.26006,0.000,12.042,7.440,1.532,0.96983,1.30699,8.36432,0.26401,0.30950
85168,2008,18167,20080131,1,10,0.02391,0.32175,0.00000,0,0.10216,-0.27098,7.941,11.869,7.268,1.098,0.94114,1.35689,8.60399,0.24335,0.09860
85168,2008,18167,20080731,7,10,0.02391,0.32175,0.00000,1,-0.20335,-0.04879,0.000,11.869,7.268,1.098,0.94114,1.35689,8.60399,0.24335,0.09860
85168,2009,18167,20090131,1,10,0.03527,0.52689,0.00000,0,-0.86335,0.10216,8.007,10.543,5.941,0.632,0.96039,0.90045,8.53136,0.45165,0.08241
85168,2009,18167,20090731,7,10,0.03527,0.52689,0.00000,1,-0.67524,-0.20335,0.000,10.543,5.941,0.632,0.96039,0.90045,8.53136,0.45165,0.08241
85168,2010,18167,20100131,1,10,0.03237,0.85480,0.00000,0,1.05096,-0.86335,6.262,11.084,6.481,0.617,0.96151,0.95239,8.23762,0.37803,0.08196
85168,2010,18167,20100731,7,10,0.03237,0.85480,0.00000,1,-0.10819,-0.67524,0.000,11.084,6.481,0.617,0.96151,0.95239,8.23762,0.37803,0.08196
85168,2011,18167,20110131,1,10,0.01961,0.88976,0.00000,0,0.16508,1.05096,7.080,11.185,6.582,0.000,0.95841,1.00593,8.18675,0.37581,0.08770
85168,2011,18167,20110731,7,10,0.01961,0.88976,0.00000,1,1.08041,-0.10819,0.000,11.185,6.582,0.000,0.95841,1.00593,8.18675,0.37581,0.08770
85427,2007,29923,20071130,11,10,0.04018,0.34770,0.00354,0,-0.49765,0.57677,8.131,8.897,4.305,0.000,0.29226,1.26582,7.65679,0.43154,0.02915
85427,2007,29923,20070731,7,10,0.04018,0.34770,0.00354,1,-0.41870,1.02452,0.000,8.897,4.305,0.000,0.29226,1.26582,7.65679,0.43154,0.02915
85427,2008,29923,20081130,11,10,0.02391,0.37806,0.01134,0,-0.61837,-0.49765,7.601,8.544,3.958,0.000,0.44498,0.94582,7.82656,0.64520,0.00178
85427,2008,29923,20080731,7,10,0.02391,0.37806,0.01134,1,-0.49183,-0.41870,0.000,8.544,3.958,0.000,0.44498,0.94582,7.82656,0.64520,0.00178
85427,2009,29923,20091130,11,10,0.03527,0.49365,0.02562,0,1.39547,-0.61837,7.568,8.408,3.824,0.000,0.28359,0.84267,7.74547,0.73864,0.06801
85427,2009,29923,20090731,7,10,0.03527,0.49365,0.02562,1,0.48476,-0.49183,0.000,8.408,3.824,0.000,0.28359,0.84267,7.74547,0.73864,0.06801
85427,2010,29923,20101130,11,10,0.03237,0.57156,0.02216,0,0.10907,0.22671,7.006,9.457,4.859,0.000,0.31288,0.98671,7.58600,0.51151,0.15353
85427,2010,29923,20100731,7,10,0.03237,0.57156,0.02216,1,-0.06257,0.48476,0.000,9.457,4.859,0.000,0.31288,0.98671,7.58600,0.51151,0.15353
85427,2011,29923,20110930,9,10,0.01961,0.58818,0.01523,0,0.33946,1.27172,8.105,10.060,5.459,0.000,0.44984,1.09502,7.69756,0.46878,-0.03476
85427,2011,29923,20110731,7,10,0.01961,0.58818,0.01523,1,0.71425,-0.06257,0.000,10.060,5.459,0.000,0.44984,1.09502,7.69756,0.46878,-0.03476
85631,2007,24798,20070831,8,10,0.03672,0.37350,0.00080,0,0.27094,-0.23212,0.000,10.561,6.343,5.677,0.15915,6.00066,7.49471,0.00000,0.42372
85631,2007,24798,20070331,3,10,0.03672,0.37350,0.00080,1,0.30236,-0.03959,9.449,10.561,6.343,5.677,0.15915,6.00066,7.49471,0.00000,0.42372
85631,2008,24798,20080831,8,10,0.02489,0.32719,0.00012,0,-0.30402,0.30236,0.000,10.426,6.381,6.053,0.34366,4.72765,7.70070,0.00000,0.39416
85631,2008,24798,20080630,6,10,0.02489,0.32719,0.00012,1,-0.19347,-0.07101,8.941,10.426,6.381,6.053,0.34366,4.72765,7.70070,0.00000,0.39416
85631,2009,24798,20090630,6,10,0.03662,0.43086,0.00000,0,0.28714,-0.61293,7.278,8.835,4.967,5.547,0.44241,2.00703,7.79223,0.01072,0.26887
85631,2009,24798,20090331,3,10,0.03662,0.43086,0.00000,1,-0.59838,-0.27446,8.546,8.835,4.967,5.547,0.44241,2.00703,7.79223,0.01072,0.26887
85631,2010,24798,20101231,12,10,0.03334,0.50767,0.00000,0,0.17941,-0.34612,6.334,10.030,5.965,5.999,0.51569,2.62291,7.80311,0.00000,0.10195
85631,2010,24798,20100228,2,10,0.03334,0.50767,0.00000,1,0.74077,-0.47413,8.328,10.030,5.965,5.999,0.51569,2.62291,7.80311,0.00000,0.10195
85631,2011,24798,20110831,8,10,0.01951,0.54388,0.00000,0,0.49705,0.74077,0.000,11.014,6.870,6.324,0.61963,3.73535,7.93329,0.00000,0.22099
85631,2011,24798,20110331,3,10,0.01951,0.54388,0.00000,1,0.49705,0.74077,8.883,11.014,6.870,6.324,0.61963,3.73535,7.93329,0.00000,0.22099
85913,2007,00588,20070228,2,10,0.04018,0.17727,0.00540,0,0.33546,0.02721,8.655,14.873,10.297,4.323,0.98352,2.85945,9.05824,0.07794,0.11372
85913,2007,00588,20070731,7,10,0.04018,0.17727,0.00540,1,0.12548,-0.01732,0.000,14.873,10.297,4.323,0.98352,2.85945,9.05824,0.07794,0.11372
85913,2008,00588,20080229,2,10,0.02391,0.18489,0.00645,0,-0.39444,0.12548,8.613,14.516,9.949,5.542,0.99078,2.20518,9.09863,0.15037,0.09059
85913,2008,00588,20080731,7,10,0.02391,0.18489,0.00645,1,-0.31698,0.33546,0.000,14.516,9.949,5.542,0.99078,2.20518,9.09863,0.15037,0.09059
85913,2009,00588,20090731,7,10,0.03527,0.28092,0.01021,0,-0.17338,-0.39444,0.000,13.885,9.319,6.516,0.99577,1.60875,9.09426,0.21609,0.07168
85913,2009,00588,20090228,2,10,0.03527,0.28092,0.01021,1,-0.17338,-0.39444,8.591,13.885,9.319,6.516,0.99577,1.60875,9.09426,0.21609,0.07168
85913,2010,00588,20100731,7,10,0.03237,0.42008,0.00960,0,0.92746,-0.59143,0.000,13.301,8.780,6.410,0.99607,2.08647,8.97891,0.13884,0.09750
85913,2010,00588,20100731,7,10,0.03237,0.42008,0.00960,1,0.92746,-0.59143,0.000,13.301,8.780,6.410,0.99607,2.08647,8.97891,0.13884,0.09750
85913,2011,00588,20110228,2,10,0.01961,0.45109,0.00847,0,0.44204,0.92746,7.964,14.446,9.870,5.923,0.99713,2.52021,9.10320,0.12496,0.14509
85913,2011,00588,20110228,2,10,0.01961,0.45109,0.00847,1,0.44204,0.92746,8.352,14.446,9.870,5.923,0.99713,2.52021,9.10320,0.12496,0.14509
86211,2007,18601,20070731,7,10,0.04018,0.55853,0.00000,0,-0.15619,0.02186,0.000,12.667,8.077,3.938,0.94204,6.28092,5.52072,0.00000,0.37591
86211,2007,18601,20070731,7,10,0.04018,0.55853,0.00000,1,-0.15619,0.02186,0.000,12.667,8.077,3.938,0.94204,6.28092,5.52072,0.00000,0.37591
86211,2008,18601,20080731,7,10,0.02391,0.50444,0.00000,0,-0.19666,-0.15619,0.000,12.480,7.895,3.811,0.97102,5.28149,5.49054,0.00000,0.39345
86211,2008,18601,20080731,7,10,0.02391,0.50444,0.00000,1,-0.19666,-0.15619,0.000,12.480,7.895,3.811,0.97102,5.28149,5.49054,0.00000,0.39345
86211,2009,18601,20090731,7,10,0.03527,0.45416,0.00000,0,-0.00157,-0.19666,0.000,11.501,6.940,4.189,1.00000,2.03867,5.68065,0.00000,0.36836
86211,2009,18601,20090731,7,10,0.03527,0.45416,0.00000,1,-0.00157,-0.19666,0.000,11.501,6.940,4.189,1.00000,2.03867,5.68065,0.00000,0.36836
86211,2010,18601,20100731,7,10,0.03237,0.47872,0.00000,0,0.35735,-0.00157,0.000,12.435,7.857,3.228,1.00000,3.37189,5.95150,0.00000,0.33013
86211,2010,18601,20100731,7,10,0.03237,0.47872,0.00000,1,0.35735,-0.00157,0.000,12.435,7.857,3.228,1.00000,3.37189,5.95150,0.00000,0.33013
86211,2011,18601,20110731,7,10,0.01961,0.43251,0.00000,0,0.91593,0.35735,0.000,12.334,7.762,2.534,1.00000,2.99262,5.94690,0.00000,0.19781
86211,2011,18601,20110731,7,10,0.01961,0.43251,0.00000,1,0.91593,0.35735,0.000,12.334,7.762,2.534,1.00000,2.99262,5.94690,0.00000,0.19781
86720,2007,28583,20070331,3,10,0.04018,0.19666,0.00751,0,-0.28427,0.51889,7.218,7.944,3.373,0.000,1.00000,5.20875,6.60266,0.00000,0.18744
86720,2007,28583,20070331,3,10,0.04018,0.19666,0.00751,1,-0.28427,0.51889,7.371,7.944,3.373,0.000,1.00000,5.20875,6.60266,0.00000,0.18744
86720,2008,28583,20080331,3,10,0.02391,0.24298,0.01481,0,-0.48746,-0.28427,6.947,9.409,5.324,5.049,0.55667,4.73660,6.30220,0.00000,0.14950
86720,2008,28583,20080331,3,10,0.02391,0.24298,0.01481,1,-0.48746,-0.28427,7.051,9.409,5.324,5.049,0.55667,4.73660,6.30220,0.00000,0.14950
86720,2009,28583,20090331,3,10,0.03527,0.31250,0.03925,0,-0.64727,-0.48746,6.267,7.200,3.060,3.436,0.58937,2.63248,6.10299,0.00000,0.15645
86720,2009,28583,20090331,3,10,0.03527,0.31250,0.03925,1,-0.50379,-0.46026,5.999,7.200,3.060,3.436,0.58937,2.63248,6.10299,0.00000,0.15645
86720,2010,28583,20100331,3,10,0.03237,0.41323,0.04524,0,0.82651,-0.64727,6.111,7.297,2.757,0.000,0.00000,2.72251,6.05019,0.00000,0.06404
86720,2010,28583,20100731,7,10,0.03237,0.41323,0.04524,1,0.49467,-0.50379,0.000,7.297,2.757,0.000,0.00000,2.72251,6.05019,0.00000,0.06404
86720,2011,28583,20110331,3,10,0.01961,0.44927,0.04048,0,0.51391,0.82651,6.217,8.595,4.476,4.304,0.80080,3.36397,6.23666,0.00000,0.20108
86720,2011,28583,20110731,7,10,0.01961,0.44927,0.04048,1,0.43963,0.49467,0.000,8.595,4.476,4.304,0.80080,3.36397,6.23666,0.00000,0.20108
86778,2007,31443,20070228,2,10,0.04018,0.41406,0.00000,0,0.03712,0.42006,6.310,8.796,4.565,4.087,0.88764,1.36258,6.95150,0.02049,0.09055
86778,2007,31443,20070731,7,10,0.04018,0.41406,0.00000,1,0.04612,0.03441,0.000,8.796,4.565,4.087,0.88764,1.36258,6.95150,0.02049,0.09055
86778,2008,31443,20080331,3,10,0.02391,0.31852,0.00000,0,-0.19301,0.03712,6.722,8.429,4.332,4.027,0.83356,1.07857,6.98218,0.02246,0.11413
86778,2008,31443,20080731,7,10,0.02391,0.31852,0.00000,1,-0.11829,0.04612,0.000,8.429,4.332,4.027,0.83356,1.07857,6.98218,0.02246,0.11413
86778,2009,31443,20090331,3,10,0.03527,0.30348,0.00000,0,-0.32456,-0.19301,6.937,7.576,3.579,3.733,0.83786,0.83968,6.89359,0.02306,0.08342
86778,2009,31443,20090731,7,10,0.03527,0.30348,0.00000,1,-0.06839,-0.11829,0.000,7.576,3.579,3.733,0.83786,0.83968,6.89359,0.02306,0.08342
86778,2010,31443,20100331,3,10,0.03237,0.43258,0.00000,0,0.32987,-0.32456,6.386,7.888,3.867,3.756,0.87097,1.22818,6.65295,0.01355,0.00748
86778,2010,31443,20100731,7,10,0.03237,0.43258,0.00000,1,0.10383,-0.06839,0.000,7.888,3.867,3.756,0.87097,1.22818,6.65295,0.01355,0.00748
86778,2011,31443,20110331,3,10,0.01961,0.46741,0.00000,0,0.66009,0.42597,7.277,8.345,4.239,3.601,0.79354,1.40091,6.89103,0.00000,0.21118
86778,2011,31443,20110731,7,10,0.01961,0.46741,0.00000,1,0.15984,0.10383,0.000,8.345,4.239,3.601,0.79354,1.40091,6.89103,0.00000,0.21118
86949,2007,30023,20070731,7,10,0.04018,0.52619,0.00000,0,-0.09276,0.26935,0.000,12.729,8.124,0.000,1.00000,2.28300,6.60402,0.06382,0.04474
86949,2007,30023,20070731,7,10,0.04018,0.52619,0.00000,1,-0.09276,0.26935,0.000,12.729,8.124,0.000,1.00000,2.28300,6.60402,0.06382,0.04474
86949,2008,30023,20080731,7,10,0.02391,0.43885,0.00000,0,-0.45998,0.74791,0.000,12.187,7.583,0.000,1.00000,1.32338,6.72019,0.01542,0.13751
86949,2008,30023,20080731,7,10,0.02391,0.43885,0.00000,1,-0.11649,-0.09276,0.000,12.187,7.583,0.000,1.00000,1.32338,6.72019,0.01542,0.13751
86949,2009,30023,20090131,1,10,0.03527,0.42389,0.00000,0,-0.27529,-0.11649,6.234,11.760,7.155,0.000,0.99703,0.91269,6.77687,0.02096,-0.02636
86949,2009,30023,20090731,7,10,0.03527,0.42389,0.00000,1,-0.27529,-0.11649,0.000,11.760,7.155,0.000,0.99703,0.91269,6.77687,0.02096,-0.02636
86949,2010,30023,20100731,7,10,0.03237,0.72165,0.00000,0,1.67274,-0.27529,0.000,11.793,7.189,0.000,0.99671,1.62705,6.90430,0.01122,0.13136
86949,2010,30023,20100731,7,10,0.03237,0.72165,0.00000,1,1.67274,-0.27529,0.000,11.793,7.189,0.000,0.99671,1.62705,6.90430,0.01122,0.13136
86949,2011,30023,20110731,7,10,0.01961,0.73806,0.00000,0,-0.55227,1.67274,0.000,11.120,6.516,0.000,1.00000,1.04284,7.17457,0.06025,-0.04759
86949,2011,30023,20110731,7,10,0.01961,0.73806,0.00000,1,-0.55227,1.67274,0.000,11.120,6.516,0.000,1.00000,1.04284,7.17457,0.06025,-0.04759
87496,2007,34092,20070131,1,10,0.04018,0.30433,0.00000,0,-0.09369,1.65707,6.714,10.064,5.500,0.381,0.89374,4.16487,5.32423,0.00012,0.35772
87496,2007,34092,20070731,7,10,0.04018,0.30433,0.00000,1,0.10068,1.46370,0.000,10.064,5.500,0.381,0.89374,4.16487,5.32423,0.00012,0.35772
87496,2008,34092,20080731,7,10,0.02391,0.55070,0.00000,0,-0.53167,-0.09369,0.000,9.633,5.121,3.291,0.82644,2.42023,5.41277,0.00010,0.13328
87496,2008,34092,20080531,5,10,0.02391,0.55070,0.00000,1,-0.53167,-0.09369,6.927,9.633,5.121,3.291,0.82644,2.42023,5.41277,0.00010,0.13328
87496,2009,34092,20090731,7,10,0.03527,0.49726,0.00000,0,-0.47256,-0.53176,0.000,9.338,4.826,2.999,0.92612,1.30839,5.43961,0.00000,0.08899
87496,2009,34092,20090731,7,10,0.03527,0.49726,0.00000,1,-0.01137,-0.53167,0.000,9.338,4.826,2.999,0.92612,1.30839,5.43961,0.00000,0.08899
87496,2010,34092,20100228,2,10,0.03237,0.46966,0.00000,0,-0.06184,-0.01137,5.687,8.996,4.543,2.894,0.90640,1.61067,5.41998,0.00000,0.05376
87496,2010,34092,20100731,7,10,0.03237,0.46966,0.00000,1,-0.06184,-0.01137,0.000,8.996,4.543,2.894,0.90640,1.61067,5.41998,0.00000,0.05376
87496,2011,34092,20110731,7,10,0.01961,0.42565,0.00000,0,0.30717,0.23059,0.000,9.018,4.512,2.394,0.96856,1.54494,5.46484,0.00000,0.04919
87496,2011,34092,20110731,7,10,0.01961,0.42565,0.00000,1,0.13335,-0.06184,0.000,9.018,4.512,2.394,0.96856,1.54494,5.46484,0.00000,0.04919
87717,2007,11440,20070731,7,10,0.04018,0.28551,0.00459,0,-0.06441,0.58208,0.000,11.577,7.064,2.929,0.96738,5.14841,7.50842,0.00000,0.21282
87717,2007,11440,20070731,7,10,0.04018,0.28551,0.00459,1,-0.06441,0.58208,0.000,11.577,7.064,2.929,0.96738,5.14841,7.50842,0.00000,0.21282
87717,2008,11440,20080731,7,10,0.02391,0.28486,0.00537,0,-0.22774,-0.06441,0.000,11.453,6.952,2.630,0.98623,5.00671,7.63534,0.00000,0.17153
87717,2008,11440,20080731,7,10,0.02391,0.28486,0.00537,1,0.04407,-0.15629,0.000,11.453,6.952,2.630,0.98623,5.00671,7.63534,0.00000,0.17153
87717,2009,11440,20090731,7,10,0.03527,0.31316,0.00708,0,-0.05309,-0.22774,0.000,11.028,6.568,3.386,0.99310,3.70650,7.65057,0.00000,0.19766
87717,2009,11440,20090531,5,10,0.03527,0.31316,0.00708,1,-0.05309,-0.22774,4.601,11.028,6.568,3.386,0.99310,3.70650,7.65057,0.00000,0.19766
87717,2010,11440,20100731,7,10,0.03237,0.28978,0.00890,0,0.25214,-0.05309,0.000,10.848,6.381,2.811,0.99419,3.50422,7.75136,0.00000,0.15746
87717,2010,11440,20100731,7,10,0.03237,0.28978,0.00890,1,0.25214,-0.05309,0.000,10.848,6.381,2.811,0.99419,3.50422,7.75136,0.00000,0.15746
87717,2011,11440,20110731,7,10,0.01961,0.33631,0.00925,0,0.11644,0.25214,0.000,11.088,6.500,1.809,0.99591,4.67162,7.89364,0.00000,0.17021
87717,2011,11440,20110731,7,10,0.01961,0.33631,0.00925,1,0.11644,0.25214,0.000,11.088,6.500,1.809,0.99591,4.67162,7.89364,0.00000,0.17021
87812,2007,29127,20071231,12,10,0.04018,0.42839,0.00000,0,0.03358,-0.10012,7.057,9.668,5.302,4.833,0.19124,2.93627,6.53378,0.00000,0.13586
87812,2007,29127,20070731,7,10,0.04018,0.42839,0.00000,1,-0.40205,0.31690,0.000,9.668,5.302,4.833,0.19124,2.93627,6.53378,0.00000,0.13586
87812,2008,29127,20081231,12,10,0.02391,0.37801,0.00000,0,-0.08713,-0.10189,7.332,9.738,5.441,5.022,0.30487,2.51519,6.73488,0.00000,0.07974
87812,2008,29127,20080229,2,10,0.02391,0.37801,0.00000,1,-0.01505,-0.40205,7.363,9.738,5.441,5.022,0.30487,2.51519,6.73488,0.00000,0.07974
87812,2009,29127,20090731,7,10,0.03527,0.39070,0.00000,0,-0.30331,-0.01505,7.377,9.207,5.008,5.123,0.42156,1.96605,6.43814,0.00000,0.14244
87812,2009,29127,20090228,2,10,0.03527,0.39070,0.00000,1,0.29740,-0.08713,7.568,9.207,5.008,5.123,0.42156,1.96605,6.43814,0.00000,0.14244
87812,2010,29127,20100228,2,10,0.03237,0.36975,0.00000,0,1.06639,-0.30331,8.031,10.219,5.905,5.113,0.54428,3.13324,6.61182,0.00000,0.19374
87812,2010,29127,20100731,7,10,0.03237,0.36975,0.00000,1,-0.06837,0.29740,0.000,10.219,5.905,5.113,0.54428,3.13324,6.61182,0.00000,0.19374
87812,2011,29127,20110228,2,10,0.01961,0.36902,0.00000,0,-0.00395,1.06639,8.408,10.024,5.687,4.789,0.57151,2.91899,6.59120,0.00000,0.15876
87812,2011,29127,20110731,7,10,0.01961,0.36902,0.00000,1,-0.11802,-0.06837,0.000,10.024,5.687,4.789,0.57151,2.91899,6.59120,0.00000,0.15876
88281,2007,23646,20070831,8,10,0.04018,0.23243,0.00000,0,-0.09710,0.00956,7.579,10.459,6.249,5.443,0.75434,1.50794,7.84719,0.14833,0.06476
88281,2007,23646,20070831,8,10,0.04018,0.23243,0.00000,1,-0.09710,0.00956,7.569,10.459,6.249,5.443,0.75434,1.50794,7.84719,0.14833,0.06476
88281,2008,23646,20080229,2,10,0.02391,0.21292,0.00000,0,0.22811,-0.09710,8.071,10.888,6.659,5.008,0.73920,1.93487,7.93971,0.09396,0.11114
88281,2008,23646,20080229,2,10,0.02391,0.21292,0.00000,1,0.22811,-0.09710,7.293,10.888,6.659,5.008,0.73920,1.93487,7.93971,0.09396,0.11114
88281,2009,23646,20090228,2,10,0.03527,0.38209,0.00000,0,-0.58347,0.22811,8.051,9.545,5.364,5.436,0.76774,1.25823,7.67829,0.21198,0.09978
88281,2009,23646,20090228,2,10,0.03527,0.38209,0.00000,1,-0.58347,0.22811,7.293,9.545,5.364,5.436,0.76774,1.25823,7.67829,0.21198,0.09978
88281,2010,23646,20100228,2,10,0.03237,0.37998,0.00000,0,0.52258,-0.58347,7.201,10.069,5.909,5.694,0.69661,1.38299,7.69852,0.16168,0.10419
88281,2010,23646,20100228,2,10,0.03237,0.37998,0.00000,1,0.52258,-0.58347,7.743,10.069,5.909,5.694,0.69661,1.38299,7.69852,0.16168,0.10419
88281,2011,23646,20110228,2,10,0.01961,0.40201,0.00000,0,-0.04201,0.52258,7.325,10.202,6.067,5.786,0.70702,1.76065,7.45840,0.22965,0.07668
88281,2011,23646,20110228,2,10,0.01961,0.40201,0.00000,1,-0.04201,0.52258,7.916,10.202,6.067,5.786,0.70702,1.76065,7.45840,0.22965,0.07668
88417,2007,21768,20070731,7,10,0.04018,0.44116,0.00000,0,-0.04442,-0.23560,6.217,8.030,3.941,4.174,0.85945,1.14988,6.62671,0.17428,0.02875
88417,2007,21768,20070731,7,10,0.04018,0.44116,0.00000,1,-0.04442,-0.23560,0.000,8.030,3.941,4.174,0.85945,1.14988,6.62671,0.17428,0.02875
88417,2008,21768,20080731,7,10,0.02391,0.39910,0.00000,0,-0.12138,-0.04442,6.217,7.524,3.417,3.630,0.86295,0.97797,6.50866,0.12199,-0.04125
88417,2008,21768,20080731,7,10,0.02391,0.39910,0.00000,1,-0.87880,-0.29236,0.000,7.524,3.417,3.630,0.86295,0.97797,6.50866,0.12199,-0.04125
88417,2009,21768,20090731,7,10,0.03527,0.74624,0.00000,0,-0.89208,-0.12138,0.000,5.438,1.330,1.367,0.90390,0.41407,6.12289,0.44149,-0.07272
88417,2009,21768,20091130,11,10,0.03527,0.74624,0.00000,1,0.90631,-0.87880,4.599,5.438,1.330,1.367,0.90390,0.41407,6.12289,0.44149,-0.07272
88417,2010,21768,20100731,7,10,0.03237,0.91680,0.00000,0,2.02604,-0.89208,0.000,7.117,2.732,2.326,0.74169,0.72215,5.52785,0.00000,-0.07457
88417,2010,21768,20101130,11,10,0.03237,0.91680,0.00000,1,2.02604,-0.89208,5.451,7.117,2.732,2.326,0.74169,0.72215,5.52785,0.00000,-0.07457
88417,2011,21768,20110731,7,10,0.01961,1.00779,0.00000,0,-0.00845,2.02604,0.000,8.372,3.905,2.949,0.64543,1.57127,5.64145,0.00000,-0.02351
88417,2011,21768,20110731,7,10,0.01961,1.00779,0.00000,1,-0.00845,2.02604,5.859,8.372,3.905,2.949,0.64543,1.57127,5.64145,0.00000,-0.02351
88811,2007,33536,20070228,2,10,0.04018,0.42128,0.00000,0,-0.27462,-0.03783,6.734,9.203,4.740,3.270,0.92929,1.91251,5.78112,0.00000,0.06335
88811,2007,33536,20070731,7,10,0.04018,0.42128,0.00000,1,0.02895,-0.49610,0.000,9.203,4.740,3.270,0.92929,1.91251,5.78112,0.00000,0.06335
88811,2008,33536,20080331,3,10,0.02391,0.41782,0.00000,0,-0.29682,0.02895,6.781,8.766,4.337,3.137,0.88307,1.20996,5.98671,0.03459,0.23568
88811,2008,33536,20080731,7,10,0.02391,0.41782,0.00000,1,-0.29682,0.02895,0.000,8.766,4.337,3.137,0.88307,1.20996,5.98671,0.03459,0.23568
88811,2009,33536,20090731,7,10,0.03527,0.47979,0.00000,0,0.51268,-0.29682,6.539,8.987,4.537,3.163,0.83706,1.43302,5.99682,0.13332,-0.05259
88811,2009,33536,20090731,7,10,0.03527,0.47979,0.00000,1,0.51268,-0.29682,0.000,8.987,4.537,3.163,0.83706,1.43302,5.99682,0.13332,-0.05259
88811,2010,33536,20100731,7,10,0.03237,0.64555,0.00000,0,2.47021,0.51268,6.834,10.272,5.736,3.264,0.82874,2.94841,6.29902,0.03973,-0.14044
88811,2010,33536,20100731,7,10,0.03237,0.64555,0.00000,1,2.47021,0.51268,0.000,10.272,5.736,3.264,0.82874,2.94841,6.29902,0.03973,-0.14044
88811,2011,33536,20110731,7,10,0.01961,0.62596,0.00000,0,-0.02417,2.63623,7.788,10.975,6.417,3.100,0.85764,3.73425,6.74822,0.10173,0.04699
88811,2011,33536,20110731,7,10,0.01961,0.62596,0.00000,1,-0.08785,2.47021,0.000,10.975,6.417,3.100,0.85764,3.73425,6.74822,0.10173,0.04699
89006,2007,23077,20070731,7,10,0.04018,0.13990,0.02612,0,0.13035,-0.16538,9.393,9.534,4.936,0.000,0.00000,1.53711,10.92549,0.12668,0.06455
89006,2007,23077,20070731,7,10,0.04018,0.13990,0.02612,1,-0.02669,-0.02154,0.000,9.534,4.936,0.000,0.00000,1.53711,10.92549,0.12668,0.06455
89006,2008,23077,20080131,1,10,0.02391,0.14547,0.02944,0,-0.06220,0.01046,8.517,10.058,5.587,4.440,0.13906,1.33463,11.12717,0.23152,0.06426
89006,2008,23077,20080531,5,10,0.02391,0.14547,0.02944,1,-0.06220,0.01046,7.501,10.058,5.587,4.440,0.13906,1.33463,11.12717,0.23152,0.06426
89006,2009,23077,20090228,2,10,0.03527,0.19688,0.03294,0,-0.28028,-0.06220,8.981,10.100,5.628,4.850,0.12956,1.27348,11.05214,0.25210,0.06090
