permno,fyear,EXECID,grantdate,P_month,T,r,sigma,d,security,ret,retlag,val_lag,portfolio,delta,vega,vested,tobinsq,assets,leverage,cfo
53575,2011,19036,20110430,4,10,0.01961,0.56819,0.00000,0,1.65527,0.27709,7.223,9.153,4.720,3.163,0.91449,1.36102,4.98104,0.09765,0.09244
53575,2011,19036,20110131,1,10,0.01961,0.56819,0.00000,1,1.65527,0.27709,7.017,9.153,4.720,3.163,0.91449,1.36102,4.98104,0.09765,0.09244
54148,2007,24550,20070731,7,10,0.04018,0.30223,0.00375,0,-0.26821,-0.05257,0.000,10.880,6.598,5.994,0.47455,1.14257,9.48629,0.29089,-0.02050
54148,2007,24550,20071231,12,10,0.04018,0.30223,0.00375,1,-0.69700,-0.19891,8.833,10.880,6.598,5.994,0.47455,1.14257,9.48629,0.29089,-0.02050
54148,2008,24550,20080229,2,10,0.02391,0.35538,0.00774,0,-0.56157,-0.26821,8.149,9.483,5.277,5.517,0.51110,0.84252,9.23276,0.45596,0.09245
54148,2008,24550,20081231,12,10,0.02391,0.35538,0.00774,1,0.01843,-0.69700,7.863,9.483,5.277,5.517,0.51110,0.84252,9.23276,0.45596,0.09245
54148,2009,24550,20090228,2,10,0.03527,0.53062,0.01148,0,-0.33247,-0.56157,7.508,9.866,5.557,5.606,0.58093,0.99820,8.95020,0.44311,0.11935
54148,2009,24550,20091231,12,10,0.03527,0.53062,0.01148,1,-0.12616,-0.15177,7.428,9.866,5.557,5.606,0.58093,0.99820,8.95020,0.44311,0.11935
54148,2010,24550,20100228,2,10,0.03237,0.60020,0.00989,0,0.17461,-0.33247,7.177,9.960,5.620,5.521,0.67206,1.06093,9.21555,0.40342,0.09585
54148,2010,24550,20100831,8,10,0.03237,0.60020,0.00989,1,0.17461,-0.33247,7.502,9.960,5.620,5.521,0.67206,1.06093,9.21555,0.40342,0.09585
54148,2011,24550,20110228,2,10,0.01961,0.59942,0.00487,0,-0.36491,0.17461,7.380,9.702,5.369,5.331,0.71275,1.09581,8.94902,0.40206,0.05773
54148,2011,24550,20110228,2,10,0.01961,0.59942,0.00487,1,-0.36491,0.17461,7.873,9.702,5.369,5.331,0.71275,1.09581,8.94902,0.40206,0.05773
56223,2007,14798,20070228,2,10,0.04018,0.24970,0.01862,0,-0.30982,0.04182,7.058,8.731,4.419,3.887,0.46067,1.05141,8.14247,0.17852,0.05108
56223,2007,14798,20070228,2,10,0.04018,0.24970,0.01862,1,-0.30982,0.04182,7.205,8.731,4.419,3.887,0.46067,1.05141,8.14247,0.17852,0.05108
56223,2008,14798,20080229,2,10,0.02391,0.21346,0.02924,0,-0.36224,-0.25999,6.405,8.240,3.994,3.978,0.41539,0.87324,8.08033,0.25961,-0.00279
56223,2008,14798,20080229,2,10,0.02391,0.21346,0.02924,1,-0.36224,-0.25999,7.247,8.240,3.994,3.978,0.41539,0.87324,8.08033,0.25961,-0.00279
56223,2009,14798,20090131,1,10,0.03527,0.54691,0.08435,0,-0.85374,-0.49450,6.494,6.340,1.980,1.774,0.42360,0.53344,7.69152,0.43022,-0.04413
56223,2009,14798,20090131,1,10,0.03527,0.54691,0.08435,1,-0.85374,-0.49450,5.901,6.340,1.980,1.774,0.42360,0.53344,7.69152,0.43022,-0.04413
56223,2010,14798,20100228,2,10,0.03237,0.97543,0.07578,0,3.67915,-0.85374,5.612,8.828,4.326,3.595,0.40158,0.83713,7.71797,0.27198,0.02778
56223,2010,14798,20100228,2,10,0.03237,0.97543,0.07578,1,3.67915,-0.85374,5.716,8.828,4.326,3.595,0.40158,0.83713,7.71797,0.27198,0.02778
56223,2011,14798,20110228,2,10,0.01961,1.01520,0.06213,0,0.35202,3.67915,6.213,9.381,4.873,3.974,0.52259,1.01262,7.78805,0.29279,0.02127
56223,2011,14798,20110228,2,10,0.01961,1.01520,0.06213,1,0.35202,3.67915,6.791,9.381,4.873,3.974,0.52259,1.01262,7.78805,0.29279,0.02127
59619,2007,05156,20071231,12,10,0.04018,0.19440,0.02740,0,0.10025,0.31097,7.359,9.666,5.549,4.835,0.94509,1.30364,7.28281,0.28093,0.07096
59619,2007,05156,20070731,7,10,0.04018,0.19440,0.02740,1,0.21424,0.00313,0.000,9.666,5.549,4.835,0.94509,1.30364,7.28281,0.28093,0.07096
59619,2008,05156,20081231,12,10,0.02391,0.18843,0.02708,0,-0.17098,0.10025,7.688,9.804,5.602,4.531,0.97962,1.33542,7.35576,0.24277,0.07235
59619,2008,05156,20080731,7,10,0.02391,0.18843,0.02708,1,0.19164,0.21424,0.000,9.804,5.602,4.531,0.97962,1.33542,7.35576,0.24277,0.07235
59619,2009,05156,20091231,12,10,0.03527,0.21558,0.02626,0,0.09622,-0.17098,7.488,9.357,5.072,4.387,1.00000,1.21724,7.33069,0.25845,0.05560
59619,2009,05156,20090731,7,10,0.03527,0.21558,0.02626,1,-0.19804,0.19164,0.000,9.357,5.072,4.387,1.00000,1.21724,7.33069,0.25845,0.05560
59619,2010,05156,20101231,12,10,0.03237,0.22269,0.02759,0,0.39225,0.09622,7.677,9.203,4.833,3.684,1.00000,1.23498,7.37318,0.21775,0.09069
59619,2010,05156,20100731,7,10,0.03237,0.22269,0.02759,1,0.16525,-0.19804,0.000,9.203,4.833,3.684,1.00000,1.23498,7.37318,0.21775,0.09069
59619,2011,05156,20111231,12,10,0.01961,0.26443,0.02677,0,0.02999,0.39225,8.049,8.947,4.354,0.000,1.00000,1.52421,7.37793,0.14350,0.09784
59619,2011,05156,20110731,7,10,0.01961,0.26443,0.02677,1,0.25701,0.16525,0.000,8.947,4.354,0.000,1.00000,1.52421,7.37793,0.14350,0.09784
60628,2007,00341,20071231,12,10,0.03807,0.18950,0.00309,0,-0.21517,0.00110,0.000,14.677,10.122,6.106,0.97268,1.90419,10.08585,0.05790,0.15703
60628,2007,00341,20070630,6,10,0.03807,0.18950,0.00309,1,0.00738,0.19146,9.168,14.677,10.122,6.106,0.97268,1.90419,10.08585,0.05790,0.15703
60628,2008,00341,20081231,12,10,0.03237,0.18363,0.00350,0,-0.29383,-0.21517,0.000,14.469,9.919,6.714,0.97631,1.54529,10.15167,0.05069,0.14517
60628,2008,00341,20080731,7,10,0.03237,0.18363,0.00350,1,-0.31188,-0.09612,9.041,14.469,9.919,6.714,0.97631,1.54529,10.15167,0.05069,0.14517
60628,2009,00341,20091231,12,10,0.03363,0.29593,0.00516,0,0.29482,-0.29383,0.000,13.930,9.370,6.937,0.97748,1.15084,10.09597,0.09258,0.10740
60628,2009,00341,20090630,6,10,0.03363,0.29593,0.00516,1,-0.30161,-0.31188,8.793,13.930,9.370,6.937,0.97748,1.15084,10.09597,0.09258,0.10740
60628,2010,00341,20101231,12,10,0.03121,0.34146,0.00584,0,0.11103,0.29482,0.000,14.364,9.802,7.076,0.97466,1.49790,10.12274,0.05174,0.12943
60628,2010,00341,20100630,6,10,0.03121,0.34146,0.00584,1,0.25576,-0.30161,8.806,14.364,9.802,7.076,0.97466,1.49790,10.12274,0.05174,0.12943
60628,2011,00341,20111231,12,10,0.01784,0.36529,0.00609,0,-0.10378,0.11103,0.000,14.475,9.908,7.108,0.97518,1.52826,10.21779,0.04026,0.16228
60628,2011,00341,20110630,6,10,0.01784,0.36529,0.00609,1,0.34956,0.25576,8.817,14.475,9.908,7.108,0.97518,1.52826,10.21779,0.04026,0.16228
63830,2007,04714,20071031,10,10,0.03450,0.21931,0.00149,0,1.10640,0.37247,0.000,11.469,7.091,4.833,0.41269,3.17552,8.56783,0.05228,0.23073
63830,2007,04714,20071130,11,10,0.03450,0.21931,0.00149,1,0.86994,0.41280,8.733,11.469,7.091,4.833,0.41269,3.17552,8.56783,0.05228,0.23073
63830,2008,04714,20081031,10,10,0.02781,0.27883,0.00136,0,-0.57769,1.10640,0.000,11.244,6.910,5.890,0.50525,2.67716,8.70800,0.02192,0.17375
63830,2008,04714,20081130,11,10,0.02781,0.27883,0.00136,1,-0.58375,0.86994,9.084,11.244,6.910,5.890,0.50525,2.67716,8.70800,0.02192,0.17375
63830,2009,04714,20091031,10,10,0.03662,0.36102,0.00144,0,0.46617,-0.57769,0.000,10.577,6.315,6.128,0.54379,1.52349,8.81320,0.02988,0.18233
63830,2009,04714,20091130,11,10,0.03662,0.36102,0.00144,1,0.64592,-0.58375,8.772,10.577,6.315,6.128,0.54379,1.52349,8.81320,0.02988,0.18233
63830,2010,04714,20101031,10,10,0.03353,0.40102,0.00137,0,0.42511,0.46617,0.000,11.505,7.136,6.346,0.56899,2.57808,8.94399,0.01266,0.13536
63830,2010,04714,20101130,11,10,0.03353,0.40102,0.00137,1,0.32746,0.64592,9.032,11.505,7.136,6.346,0.56899,2.57808,8.94399,0.01266,0.13536
63830,2011,04714,20111031,10,10,0.02147,0.39235,0.00125,0,0.19210,0.42511,0.000,11.469,7.103,6.402,0.53180,2.56210,9.10018,0.01031,0.13550
63830,2011,04714,20111130,11,10,0.02147,0.39235,0.00125,1,0.19094,0.32746,9.309,11.469,7.103,6.402,0.53180,2.56210,9.10018,0.01031,0.13550
64311,2007,21199,20070131,1,10,0.04018,0.27540,0.01133,0,-0.05152,0.37700,8.911,9.846,5.479,4.001,0.51209,1.39847,10.16697,0.18498,0.08530
64311,2007,21199,20070131,1,10,0.04018,0.27540,0.01133,1,-0.05152,0.37700,7.252,9.846,5.479,4.001,0.51209,1.39847,10.16697,0.18498,0.08530
64311,2008,21199,20080131,1,10,0.02391,0.27281,0.01432,0,0.05012,-0.05152,8.914,9.912,5.603,4.665,0.49884,1.35973,10.17141,0.18288,0.08963
64311,2008,21199,20080131,1,10,0.02391,0.27281,0.01432,1,0.05012,-0.05152,7.782,9.912,5.603,4.665,0.49884,1.35973,10.17141,0.18288,0.08963
64311,2009,21199,20090131,1,10,0.03527,0.28339,0.01931,0,-0.30616,0.05012,8.820,9.822,5.558,5.129,0.35222,1.28993,10.17725,0.20046,0.10385
64311,2009,21199,20090131,1,10,0.03527,0.28339,0.01931,1,-0.30616,0.05012,7.628,9.822,5.558,5.129,0.35222,1.28993,10.17725,0.20046,0.10385
64311,2010,21199,20100131,1,10,0.03237,0.29917,0.02336,0,0.22119,-0.30616,8.809,10.134,5.842,5.291,0.33522,1.32851,10.21720,0.20038,0.07073
64311,2010,21199,20100131,1,10,0.03237,0.29917,0.02336,1,0.22119,-0.30616,7.299,10.134,5.842,5.291,0.33522,1.32851,10.21720,0.20038,0.07073
64311,2011,21199,20110131,1,10,0.01961,0.31359,0.02442,0,0.29631,0.22119,8.734,10.499,6.187,5.504,0.50910,1.41776,10.24708,0.17904,0.09916
64311,2011,21199,20110131,1,10,0.01961,0.31359,0.02442,1,0.29631,0.22119,7.437,10.499,6.187,5.504,0.50910,1.41776,10.24708,0.17904,0.09916
66376,2007,15459,20070731,7,10,0.04018,0.31164,0.01367,0,0.07279,-0.10601,0.000,11.393,6.899,1.605,0.40987,2.11927,6.56860,0.02667,0.10098
66376,2007,15459,20070731,7,10,0.04018,0.31164,0.01367,1,0.07279,-0.10601,0.000,11.393,6.899,1.605,0.40987,2.11927,6.56860,0.02667,0.10098
66376,2008,15459,20080731,7,10,0.02391,0.32751,0.02181,0,-0.02918,0.07279,0.000,11.885,7.355,1.830,0.70626,1.63914,6.61896,0.04511,0.15182
66376,2008,15459,20080731,7,10,0.02391,0.32751,0.02181,1,-0.02918,0.07279,0.000,11.885,7.355,1.830,0.70626,1.63914,6.61896,0.04511,0.15182
66376,2009,15459,20090731,7,10,0.03527,0.34730,0.03323,0,0.26968,0.02602,0.000,11.912,7.343,1.242,0.68896,1.72209,6.57516,0.01707,0.15167
66376,2009,15459,20090731,7,10,0.03527,0.34730,0.03323,1,0.04238,-0.02918,0.000,11.912,7.343,1.242,0.68896,1.72209,6.57516,0.01707,0.15167
66376,2010,15459,20101231,12,10,0.03237,0.33342,0.03916,0,0.28386,0.26968,8.245,12.160,7.561,0.209,0.66003,1.72043,7.05756,0.00680,0.12330
66376,2010,15459,20100731,7,10,0.03237,0.33342,0.03916,1,0.05805,0.04238,0.000,12.160,7.561,0.209,0.66003,1.72043,7.05756,0.00680,0.12330
66376,2011,15459,20111231,12,10,0.01961,0.30902,0.03810,0,0.03902,0.28386,9.868,12.463,7.859,0.000,0.67411,2.03653,7.12144,0.00400,0.13165
66376,2011,15459,20110731,7,10,0.01961,0.30902,0.03810,1,0.05973,0.05805,0.000,12.463,7.859,0.000,0.67411,2.03653,7.12144,0.00400,0.13165
68591,2007,14772,20070731,7,10,0.04018,0.24259,0.00000,0,0.11397,-0.25660,0.000,12.541,8.078,5.741,0.93150,3.08167,8.47445,0.05822,0.13392
68591,2007,14772,20070731,7,10,0.04018,0.24259,0.00000,1,0.06373,-0.30703,0.000,12.541,8.078,5.741,0.93150,3.08167,8.47445,0.05822,0.13392
68591,2008,14772,20080731,7,10,0.02391,0.24131,0.00000,0,0.04974,0.11397,0.000,12.652,8.197,5.972,0.94503,3.06501,8.58118,0.08497,0.18071
68591,2008,14772,20081231,12,10,0.02391,0.24131,0.00000,1,-0.20375,0.06373,8.536,12.652,8.197,5.972,0.94503,3.06501,8.58118,0.08497,0.18071
68591,2009,14772,20090731,7,10,0.03527,0.30787,0.00000,0,-0.19805,0.04974,0.000,12.385,7.917,6.345,0.90111,2.42354,8.65234,0.08664,0.17743
68591,2009,14772,20091231,12,10,0.03527,0.30787,0.00000,1,0.11069,-0.20375,8.739,12.385,7.917,6.345,0.90111,2.42354,8.65234,0.08664,0.17743
68591,2010,14772,20100731,7,10,0.03237,0.32282,0.00000,0,-0.02854,-0.19805,0.000,12.496,8.006,6.439,0.87969,2.34037,8.76823,0.12783,0.15183
68591,2010,14772,20101231,12,10,0.03237,0.32282,0.00000,1,0.15866,0.11069,8.924,12.496,8.006,6.439,0.87969,2.34037,8.76823,0.12783,0.15183
68591,2011,14772,20110731,7,10,0.01961,0.31465,0.00000,0,0.26162,-0.02854,0.000,12.673,8.190,6.630,0.86800,2.13161,9.05573,0.13754,0.19832
68591,2011,14772,20111231,12,10,0.01961,0.31465,0.00000,1,-0.19912,0.15866,9.076,12.673,8.190,6.630,0.86800,2.13161,9.05573,0.13754,0.19832
69550,2007,24999,20070430,4,10,0.04018,0.29199,0.00942,0,-0.30579,0.21045,8.159,10.039,5.835,5.054,0.91841,1.84689,8.35582,0.23988,0.20860
69550,2007,24999,20070430,4,10,0.04018,0.29199,0.00942,1,-0.30579,0.21045,7.461,10.039,5.835,5.054,0.91841,1.84689,8.35582,0.23988,0.20860
69550,2008,24999,20080731,7,10,0.02391,0.24449,0.01000,0,-0.47241,-0.14040,7.791,9.633,5.615,5.610,0.59763,1.07726,9.33734,0.42979,0.03942
69550,2008,24999,20080731,7,10,0.02391,0.24449,0.01000,1,-0.47241,-0.14040,8.617,9.633,5.615,5.610,0.59763,1.07726,9.33734,0.42979,0.03942
69550,2009,24999,20090331,3,10,0.03527,0.30243,0.00661,0,0.13934,-0.47241,8.258,9.346,5.284,5.616,0.55285,1.02991,9.25060,0.49620,0.03386
69550,2009,24999,20090331,3,10,0.03527,0.30243,0.00661,1,0.13934,-0.47241,7.885,9.346,5.284,5.616,0.55285,1.02991,9.25060,0.49620,0.03386
69550,2010,24999,20100331,3,10,0.03237,0.31822,0.00284,0,0.68668,0.13934,8.007,10.585,6.433,5.917,0.61825,1.23315,9.28755,0.38856,0.05813
69550,2010,24999,20100331,3,10,0.03237,0.31822,0.00284,1,0.68668,0.13934,7.936,10.585,6.433,5.917,0.61825,1.23315,9.28755,0.38856,0.05813
69550,2011,24999,20110331,3,10,0.01961,0.32799,0.00000,0,-0.00517,0.68668,8.716,10.941,6.762,6.019,0.71094,1.48654,9.35338,0.31666,0.08623
69550,2011,24999,20110331,3,10,0.01961,0.32799,0.00000,1,-0.00517,0.68668,8.354,10.941,6.762,6.019,0.71094,1.48654,9.35338,0.31666,0.08623
70308,2007,11839,20071031,10,10,0.03450,0.24876,0.00675,0,0.27493,0.27683,0.000,12.603,8.046,4.175,0.96403,1.65712,8.11207,0.25472,0.12858
70308,2007,11839,20070531,5,10,0.03450,0.24876,0.00675,1,0.06055,0.53184,7.304,12.603,8.046,4.175,0.96403,1.65712,8.11207,0.25472,0.12858
70308,2008,11839,20081031,10,10,0.02781,0.25192,0.00709,0,-0.25708,0.27493,0.000,12.693,8.131,4.741,0.96253,1.58511,8.28910,0.25950,0.16497
70308,2008,11839,20080531,5,10,0.02781,0.25192,0.00709,1,0.34445,0.06055,7.619,12.693,8.131,4.741,0.96253,1.58511,8.28910,0.25950,0.16497
70308,2009,11839,20091031,10,10,0.03662,0.30185,0.01054,0,0.15017,-0.25708,0.000,12.515,7.951,5.176,0.96574,1.26832,8.38948,0.31566,0.14645
70308,2009,11839,20090531,5,10,0.03662,0.30185,0.01054,1,0.15017,-0.25708,7.834,12.515,7.951,5.176,0.96574,1.26832,8.38948,0.31566,0.14645
70308,2010,11839,20101031,10,10,0.03353,0.45711,0.01229,0,0.59296,0.15017,0.000,13.186,8.609,5.437,0.96220,1.77832,8.41115,0.18882,0.13639
70308,2010,11839,20101031,10,10,0.03353,0.45711,0.01229,1,0.59296,0.15017,7.709,13.186,8.609,5.437,0.96220,1.77832,8.41115,0.18882,0.13639
70308,2011,11839,20111031,10,10,0.02147,0.44713,0.01447,0,-0.02939,0.59296,0.000,13.206,8.635,5.590,0.96342,1.71960,8.50449,0.21830,0.06123
70308,2011,11839,20111031,10,10,0.02147,0.44713,0.01447,1,-0.02939,0.59296,8.016,13.206,8.635,5.590,0.96342,1.71960,8.50449,0.21830,0.06123
73139,2007,25904,20070731,7,10,0.04018,0.25190,0.00277,0,0.30801,-0.19603,0.000,10.727,6.608,6.207,0.16811,4.11355,8.67843,0.00061,0.17542
73139,2007,25904,20070228,2,10,0.04018,0.25190,0.00277,1,0.30801,-0.19603,9.964,10.727,6.608,6.207,0.16811,4.11355,8.67843,0.00061,0.17542
73139,2008,25904,20080731,7,10,0.02391,0.22477,0.00362,0,-0.00014,0.30801,0.000,11.125,6.978,5.894,0.30249,4.44458,8.90314,0.00051,0.17507
73139,2008,25904,20080731,7,10,0.02391,0.22477,0.00362,1,-0.00014,0.30801,0.000,11.125,6.978,5.894,0.30249,4.44458,8.90314,0.00051,0.17507
73139,2009,25904,20090731,7,10,0.03527,0.25394,0.00612,0,-0.40007,-0.00014,0.000,9.848,5.971,6.322,0.43669,2.37170,8.93647,0.00114,0.15990
73139,2009,25904,20090731,7,10,0.03527,0.25394,0.00612,1,-0.49094,0.00889,0.000,9.848,5.971,6.322,0.43669,2.37170,8.93647,0.00114,0.15990
73139,2010,25904,20100731,7,10,0.03237,0.28457,0.00644,0,0.19344,-0.40007,0.000,10.463,6.474,6.387,0.48604,2.48238,9.11298,0.00080,0.19211
73139,2010,25904,20100228,2,10,0.03237,0.28457,0.00644,1,0.57039,-0.49094,7.710,10.463,6.474,6.387,0.48604,2.48238,9.11298,0.00080,0.19211
73139,2011,25904,20110731,7,10,0.01961,0.29871,0.00886,0,0.16406,0.19344,0.000,10.579,6.600,6.442,0.54154,2.26924,9.29616,0.04133,0.17058
73139,2011,25904,20110228,2,10,0.01961,0.29871,0.00886,1,0.18773,0.57039,7.831,10.579,6.600,6.442,0.54154,2.26924,9.29616,0.04133,0.17058
73681,2007,20505,20071031,10,10,0.03450,0.51317,0.00000,0,-0.21578,0.15631,0.000,10.341,5.763,1.293,0.98017,2.59653,5.23074,0.00000,0.18030
73681,2007,20505,20071031,10,10,0.03450,0.51317,0.00000,1,-0.02202,0.23744,0.000,10.341,5.763,1.293,0.98017,2.59653,5.23074,0.00000,0.18030
73681,2008,20505,20081031,10,10,0.02781,0.56098,0.00000,0,-0.35540,-0.21578,0.000,9.918,5.356,1.875,0.97603,1.61083,5.18375,0.00000,0.08327
73681,2008,20505,20080930,9,10,0.02781,0.56098,0.00000,1,-0.24720,-0.23812,5.892,9.918,5.356,1.875,0.97603,1.61083,5.18375,0.00000,0.08327
73681,2009,20505,20091031,10,10,0.03662,0.43043,0.00000,0,-0.00014,-0.35540,0.000,10.044,5.462,2.706,0.93501,1.68189,5.25386,0.00000,0.12634
73681,2009,20505,20091231,12,10,0.03662,0.43043,0.00000,1,-0.00014,-0.35540,6.548,10.044,5.462,2.706,0.93501,1.68189,5.25386,0.00000,0.12634
73681,2010,20505,20101031,10,10,0.03353,0.45413,0.00000,0,-0.03454,-0.00014,0.000,8.787,4.269,2.645,0.82981,1.73513,5.32893,0.00000,0.04488
73681,2010,20505,20101031,10,10,0.03353,0.45413,0.00000,1,-0.03454,-0.00014,0.000,8.787,4.269,2.645,0.82981,1.73513,5.32893,0.00000,0.04488
73681,2011,20505,20111031,10,10,0.02147,0.39669,0.00000,0,-0.21580,-0.03454,0.000,8.296,3.836,2.617,0.83704,1.41906,5.40086,0.00000,0.07041
73681,2011,20505,20111031,10,10,0.02147,0.39669,0.00000,1,-0.21580,-0.03454,0.000,8.296,3.836,2.617,0.83704,1.41906,5.40086,0.00000,0.07041
75326,2007,22359,20070228,2,10,0.04018,0.38114,0.00655,0,-0.25075,0.27544,5.476,10.341,5.901,3.279,0.96485,1.87450,8.10827,0.18856,0.10097
75326,2007,22359,20070731,7,10,0.04018,0.38114,0.00655,1,-0.18933,0.58010,0.000,10.341,5.901,3.279,0.96485,1.87450,8.10827,0.18856,0.10097
75326,2008,22359,20080731,7,10,0.02391,0.41351,0.00577,0,0.57681,-0.18933,0.000,10.645,6.149,3.933,0.86875,2.36327,8.18747,0.15341,0.09962
75326,2008,22359,20080229,2,10,0.02391,0.41351,0.00577,1,0.57681,-0.18933,7.754,10.645,6.149,3.933,0.86875,2.36327,8.18747,0.15341,0.09962
75326,2009,22359,20090228,2,10,0.03527,0.59381,0.01134,0,-0.69421,0.83395,7.448,9.599,5.173,4.449,0.75653,1.15029,8.28903,0.28674,0.18893
75326,2009,22359,20090228,2,10,0.03527,0.59381,0.01134,1,-0.73257,0.57681,8.504,9.599,5.173,4.449,0.75653,1.15029,8.28903,0.28674,0.18893
75326,2010,22359,20100731,7,10,0.03237,0.60257,0.01425,0,0.35580,-0.69421,0.000,10.064,5.638,4.715,0.70769,1.30972,8.48500,0.28513,0.09625
75326,2010,22359,20100228,2,10,0.03237,0.60257,0.01425,1,0.61110,-0.73257,7.438,10.064,5.638,4.715,0.70769,1.30972,8.48500,0.28513,0.09625
75326,2011,22359,20110731,7,10,0.01961,0.61718,0.01593,0,0.48643,0.61110,0.000,10.697,6.247,4.966,0.73720,1.70961,8.49326,0.19292,0.14402
75326,2011,22359,20110228,2,10,0.01961,0.61718,0.01593,1,0.48643,0.61110,7.566,10.697,6.247,4.966,0.73720,1.70961,8.49326,0.19292,0.14402
75577,2007,14808,20070731,7,10,0.04018,0.28220,0.00000,0,-0.01761,0.01166,0.000,10.287,6.327,6.315,0.84744,3.47454,7.70337,0.00051,0.23253
75577,2007,14808,20070131,1,10,0.04018,0.28220,0.00000,1,0.27778,-0.24392,8.131,10.287,6.327,6.315,0.84744,3.47454,7.70337,0.00051,0.23253
75577,2008,14808,20080430,4,10,0.02391,0.27503,0.00207,0,-0.08866,-0.01761,7.721,10.041,6.171,6.248,0.90795,3.94104,7.47925,0.03603,0.12322
75577,2008,14808,20080731,7,10,0.02391,0.27503,0.00207,1,-0.08165,0.27778,0.000,10.041,6.171,6.248,0.90795,3.94104,7.47925,0.03603,0.12322
75577,2009,14808,20090430,4,10,0.03527,0.30959,0.00584,0,-0.06144,-0.11209,7.675,9.687,5.771,5.997,0.93132,3.17654,7.53951,0.08454,0.25383
75577,2009,14808,20090731,7,10,0.03527,0.30959,0.00584,1,-0.15567,-0.08165,0.000,9.687,5.771,5.997,0.93132,3.17654,7.53951,0.08454,0.25383
75577,2010,14808,20100331,3,10,0.03237,0.31008,0.00877,0,0.58686,-0.11755,8.166,10.114,6.276,6.056,0.89626,3.45576,7.73815,0.06345,0.19826
75577,2010,14808,20100731,7,10,0.03237,0.31008,0.00877,1,0.47783,-0.15567,0.000,10.114,6.276,6.056,0.89626,3.45576,7.73815,0.06345,0.19826
75577,2011,14808,20110228,2,10,0.01961,0.33612,0.00876,0,0.70842,0.58686,8.315,10.234,5.906,4.644,0.61538,3.40541,8.23240,0.03905,0.37358
75577,2011,14808,20110731,7,10,0.01961,0.33612,0.00876,1,0.70842,0.58686,0.000,10.234,5.906,4.644,0.61538,3.40541,8.23240,0.03905,0.37358
75592,2007,22941,20070228,2,10,0.04018,0.30433,0.03898,0,0.01663,-0.04785,7.155,9.597,5.364,4.875,0.67745,2.06596,8.44720,0.24124,0.11554
75592,2007,22941,20070228,2,10,0.04018,0.30433,0.03898,1,0.01663,-0.04785,6.784,9.597,5.364,4.875,0.67745,2.06596,8.44720,0.24124,0.11554
75592,2008,22941,20080229,2,10,0.02391,0.39986,0.03884,0,-0.01412,0.01663,7.057,9.871,5.656,5.081,0.70287,2.29324,8.44784,0.23589,0.11092
75592,2008,22941,20080229,2,10,0.02391,0.39986,0.03884,1,-0.01412,0.01663,6.961,9.871,5.656,5.081,0.70287,2.29324,8.44784,0.23589,0.11092
75592,2009,22941,20090228,2,10,0.03527,0.46765,0.04082,0,-0.36516,-0.01412,7.296,9.375,5.116,5.046,0.60731,1.87758,8.47241,0.33037,0.09005
75592,2009,22941,20090228,2,10,0.03527,0.46765,0.04082,1,-0.36516,-0.01412,7.264,9.375,5.116,5.046,0.60731,1.87758,8.47241,0.33037,0.09005
75592,2010,22941,20100228,2,10,0.03237,0.47823,0.04221,0,0.35635,-0.36516,7.561,9.705,5.417,5.191,0.62541,2.05246,8.40043,0.30484,0.11297
75592,2010,22941,20100228,2,10,0.03237,0.47823,0.04221,1,0.35635,-0.36516,7.209,9.705,5.417,5.191,0.62541,2.05246,8.40043,0.30484,0.11297
75592,2011,22941,20110228,2,10,0.01961,0.41730,0.04488,0,0.17081,0.35635,7.709,9.791,5.530,5.335,0.65066,2.10043,8.35514,0.30082,0.10094
75592,2011,22941,20110228,2,10,0.01961,0.41730,0.04488,1,0.17081,0.35635,7.402,9.791,5.530,5.335,0.65066,2.10043,8.35514,0.30082,0.10094
75976,2007,36194,20071231,12,10,0.03807,0.27999,0.00000,0,0.71966,0.00726,0.000,9.603,5.079,2.162,0.97906,2.55746,4.66611,0.00000,0.11505
75976,2007,36194,20071130,11,10,0.03807,0.27999,0.00000,1,0.60102,0.12299,3.607,9.603,5.079,2.162,0.97906,2.55746,4.66611,0.00000,0.11505
75976,2008,36194,20081231,12,10,0.03237,0.24578,0.00000,0,-0.07618,0.71966,0.000,9.908,5.385,2.404,0.91169,3.14595,4.84699,0.00000,0.07478
75976,2008,36194,20080831,8,10,0.03237,0.24578,0.00000,1,0.19731,0.60102,6.078,9.908,5.385,2.404,0.91169,3.14595,4.84699,0.00000,0.07478
75976,2009,36194,20091231,12,10,0.03363,0.31228,0.00000,0,0.41119,-0.07618,0.000,9.718,5.211,3.162,0.88317,2.37945,4.96407,0.00000,0.08694
75976,2009,36194,20090831,8,10,0.03363,0.31228,0.00000,1,0.06590,0.19731,5.844,9.718,5.211,3.162,0.88317,2.37945,4.96407,0.00000,0.08694
75976,2010,36194,20101231,12,10,0.03121,0.36461,0.00000,0,0.73252,0.41119,0.000,10.274,5.741,2.826,0.90040,3.38038,5.19978,0.00000,0.19685
75976,2010,36194,20100831,8,10,0.03121,0.36461,0.00000,1,0.56004,0.06590,6.154,10.274,5.741,2.826,0.90040,3.38038,5.19978,0.00000,0.19685
75976,2011,36194,20111231,12,10,0.01784,0.37460,0.00000,0,-0.25461,0.73252,0.000,10.859,6.319,3.119,0.86220,4.89564,5.39663,0.00000,0.16003
75976,2011,36194,20110831,8,10,0.01784,0.37460,0.00000,1,0.02409,0.56729,6.268,10.859,6.319,3.119,0.86220,4.89564,5.39663,0.00000,0.16003
